"symbol"	"num_hgnc_id"	"chr"	"pos"	"glen"	"prob"	"s_het"
"ADI1"	"30576"	"2"	698	698	1.48678126223309e-05	0.007223574
"ADIG"	"28606"	"20"	690	690	8.8557741902195e-06	NA
"ADIPOQ"	"13633"	"3"	751	751	1.11499756509487e-05	0.003766129
"ADIPOR1"	"24040"	"1"	1225	1225	1.79844971621818e-05	0.053439142
"ADIPOR2"	"24041"	"12"	1257	1257	1.62050134607563e-05	0.068524192
"ADIRF"	"24043"	"10"	263	263	4.16780891611489e-06	NA
"ADK"	"257"	"10"	1271	1271	1.53197353583031e-05	0.037594528
"ADM"	"259"	"11"	646	646	1.59851681587147e-05	0.038996767
"ADM2"	"28898"	"22"	965	965	1.8318513312915e-05	NA
"ADM5"	"27293"	"19"	478	478	1.09937214971226e-05	0.013889176
"ADNP"	"15766"	"20"	3341	3341	4.2151381678825e-05	0.135996663
"ADNP2"	"23803"	"18"	3428	3428	4.74975272578275e-05	0.026357263
"ADO"	"23506"	"10"	813	813	2.42356535353559e-05	NA
"ADORA1"	"262"	"1"	1042	1042	1.98057086755182e-05	0.01626487
"ADORA2A"	"263"	"22"	1255	1255	2.38975263152662e-05	0.028977224
"ADORA2B"	"264"	"17"	1015	1015	1.82882962124176e-05	0.002741433
"ADORA3"	"268"	"1"	1854	1854	2.45626800650931e-05	0.003494868
"ADPGK"	"25250"	"15"	1613	1613	2.60678224368893e-05	0.065813882
"ADPRH"	"269"	"3"	1106	1106	1.52782900347455e-05	NA
"ADPRHL1"	"21303"	"13"	1161	1161	2.21590211507603e-05	NA
"ADPRHL2"	"21304"	"1"	1172	1172	2.15186751515679e-05	0.01676305
"ADPRM"	"30925"	"17"	1063	1063	1.33939004941437e-05	0.027520007
"ADRA1A"	"277"	"8"	2291	2291	3.93247430032031e-05	0.003999478
"ADRA1B"	"278"	"5"	1579	1579	3.83607151963416e-05	0.019332239
"ADRA1D"	"280"	"20"	1735	1735	5.64511919636395e-05	NA
"ADRA2A"	"281"	"10"	1398	1398	4.77346374179862e-05	NA
"ADRA2B"	"282"	"2"	1344	1344	2.87934281382375e-05	0.004031022
"ADRA2C"	"283"	"4"	1512	1512	4.96496017731033e-05	NA
"ADRB1"	"285"	"10"	1434	1434	5.02549880613497e-05	NA
"ADRB2"	"286"	"5"	1242	1242	2.12061220170944e-05	0.078977803
"ADRB3"	"288"	"8"	1243	1243	3.65108508602907e-05	NA
"ADRM1"	"15759"	"20"	1352	1352	2.85667152062888e-05	0.214227766
"ADSL"	"291"	"22"	1750	1750	2.82473036610382e-05	0.019223256
"ADSS"	"292"	"1"	1563	1563	2.17366349374192e-05	0.054100947
"ADSSL1"	"20093"	"14"	1936	1936	3.73532763975692e-05	0.003802083
"ADTRP"	"21214"	"6"	962	962	1.25639255997716e-05	NA
"AEBP1"	"303"	"7"	4007	4007	7.71600895439612e-05	0.015361266
"AEBP2"	"24051"	"12"	1912.66666666667	1912.66666666667	3.74141866874702e-05	NA
"AEN"	"25722"	"15"	1118	1118	1.90912020313854e-05	0.002023908
"AES"	"307"	"19"	926	926	1.93564765907857e-05	0.084091407
"AFAP1"	"24017"	"4"	2701	2701	4.87178899467413e-05	0.041052419
"AFAP1L1"	"26714"	"5"	2595	2595	4.43171373730037e-05	0.006144765
"AFAP1L2"	"25901"	"10"	2990	2990	4.87075608287026e-05	0.012448049
"AFDN"	"7137"	"6"	6164	6164	9.85760427360909e-05	0.074439993
"AFF1"	"7135"	"4"	4109	4109	5.96042004340415e-05	0.036377745
"AFF2"	"3776"	"X"	4321	4321	5.60223320543892e-05	0.127140111
"AFF3"	"6473"	"2"	4548	4548	8.20846230590246e-05	0.06144324
"AFF4"	"17869"	"5"	3862	3862	4.98588250265417e-05	0.284097284
"AFG1L"	"16411"	"6"	1686	1686	2.40845713669265e-05	0.003831225
"AFG3L2"	"315"	"18"	2650	2650	3.94502051544066e-05	0.013351118
"AFM"	"316"	"4"	2008	2008	2.35540308090316e-05	NA
"AFMID"	"20910"	"17"	1391	1391	2.23293737091257e-05	NA
"AFP"	"317"	"4"	2130	2130	2.46832410822028e-05	NA
"AFTPH"	"25951"	"2"	2944	2944	3.35737626785905e-05	0.186298071
"AGA"	"318"	"4"	1169	1169	1.64429729298179e-05	0.013983451
"AGAP1"	"16922"	"2"	4000	4000	9.96799447314623e-05	0.065051505
"AGAP2"	"16921"	"12"	4049	4049	9.45285944982224e-05	0.072983796
"AGAP3"	"16923"	"7"	4023	4023	0.000106557325046352	0.03933682
"AGAP4"	"23459"	"10"	2174	2174	3.48122718728984e-05	NA
"AGAP5"	"23467"	"10"	2173	2173	3.49306030392506e-05	NA
"AGAP6"	"23466"	"10"	2173	2173	3.47656519907574e-05	NA
"AGAP9"	"23463"	"10"	2614	2614	3.81888049464107e-05	NA
"AGBL1"	"26504"	"15"	3588.66666666667	3588.66666666667	4.93625806489671e-05	NA
"AGBL2"	"26296"	"11"	3134	3134	3.7972552545817e-05	0.009951463
"AGBL3"	"27981"	"7"	3573	3573	4.60102252039322e-05	NA
"AGBL4"	"25892"	"1"	1760	1760	2.46937809960922e-05	NA
"AGBL5"	"26147"	"2"	3056	3056	4.90557447908448e-05	0.007131877
"AGER"	"320"	"6"	1674	1674	2.48121081163391e-05	0.001820732
"AGFG1"	"5175"	"2"	2011	2011	2.62081127182447e-05	0.086184251
"AGFG2"	"5177"	"7"	1622	1622	2.82354603441575e-05	0.010817729
"AGGF1"	"24684"	"5"	2368	2368	3.27148536956112e-05	0.014119847
"AGK"	"21869"	"7"	1578	1578	2.04493427038971e-05	0.007960128
"AGL"	"321"	"1"	5184	5184	6.10374343922769e-05	0.009736474
"AGMAT"	"18407"	"1"	1155	1155	2.40635814258197e-05	0.001661935
"AGMO"	"33784"	"7"	1574	1574	1.8232268779289e-05	0.002059664
"AGO1"	"3262"	"1"	2862	2862	4.76469874856158e-05	0.487700596
"AGO2"	"3263"	"8"	2868	2868	6.0439001722328e-05	0.439212688
"AGO3"	"18421"	"1"	2911	2911	4.12840632145113e-05	0.465039947
"AGO4"	"18424"	"1"	2858	2858	3.86918301427623e-05	0.054583441
"AGPAT1"	"324"	"6"	932	932	1.66512515126413e-05	0.22725877
"AGPAT2"	"325"	"9"	917	917	2.22804179432679e-05	0.001052599
"AGPAT3"	"326"	"21"	1244	1244	2.44146993759589e-05	0.238406536
"AGPAT4"	"20885"	"6"	1494	1494	2.46655962125959e-05	0.046605299
"AGPAT5"	"20886"	"8"	1207	1207	2.00733405262367e-05	0.013082967
"AGPS"	"327"	"2"	2281	2281	3.26173278317197e-05	0.117854305
"AGR2"	"328"	"7"	795	795	9.08819889983545e-06	0.03744156
"AGR3"	"24167"	"7"	638	638	6.84201607929354e-06	NA
"AGRN"	"329"	"1"	6698	6698	0.000169128424279384	0.02313541
"AGRP"	"330"	"16"	431	431	7.5116025723179e-06	0.010695562
"AGT"	"333"	"1"	1506	1506	2.26331243082216e-05	0.004252645
"AGTPBP1"	"17258"	"9"	4269	4269	5.69144269700954e-05	0.026600076
"AGTR1"	"336"	"3"	1080	1080	1.35767918073457e-05	0.019983228
"AGTR2"	"338"	"X"	1092	1092	1.37393361148856e-05	0.002351482
"AGTRAP"	"13539"	"1"	803	803	1.49263334708007e-05	0.029088234
"AGXT"	"341"	"2"	1339	1339	2.4686032995988e-05	0.009646135
"AGXT2"	"14412"	"5"	1753	1753	2.3938652218362e-05	NA
"AHCTF1"	"24618"	"1"	7494	7494	9.29497100457081e-05	0.009926549
"AHCY"	"343"	"20"	1443	1443	2.74984326236191e-05	0.058690745
"AHCYL1"	"344"	"1"	1849	1849	2.84494042333337e-05	0.216678606
"AHCYL2"	"22204"	"7"	2371	2371	3.71852863912146e-05	0.011625017
"AHDC1"	"25230"	"1"	4812	4812	0.000103347044043906	0.223051424
"AHI1"	"21575"	"6"	4119	4119	5.0001862618467e-05	0.006316164
"AHNAK"	"347"	"11"	17883	17883	0.000219520432361519	0.047805225
"AHNAK2"	"20125"	"14"	17484	17484	0.000286001458617078	NA
"AHR"	"348"	"7"	2707	2707	3.44687013584859e-05	0.24492802
"AHRR"	"346"	"5"	2551	2551	5.03170736847407e-05	0.014055813
"AHSA1"	"1189"	"14"	1406	1406	2.01126560895436e-05	0.10151284
"AHSG"	"349"	"3"	1205	1205	1.89900295589718e-05	0.001942593
"AHSP"	"18075"	"16"	325	325	4.59380368887304e-06	0.004068948
"AICDA"	"13203"	"12"	661	661	1.3550533595188e-05	0.010430595
"AIDA"	"25761"	"1"	1111	1111	1.41808900333772e-05	0.025904825
"AIF1"	"352"	"6"	599	599	7.35604307824985e-06	0.00166233
"AIF1L"	"28904"	"9"	763	763	1.08579042154141e-05	0.008206397
"AIFM1"	"8768"	"X"	2245	2245	3.1600497447369e-05	0.102330699
"AIFM2"	"21411"	"10"	1234	1234	2.28972351476702e-05	0.001656189
"AIFM3"	"26398"	"22"	2222	2222	4.32928366565682e-05	0.004023293
"AIG1"	"21607"	"6"	947	947	1.33663198820303e-05	0.00688107
"AIM2"	"357"	"1"	1096	1096	1.42285666299256e-05	0.00221937
"AIMP1"	"10648"	"4"	1107	1107	1.3444333109401e-05	0.005950287
"AIMP2"	"20609"	"7"	1011	1011	1.91773607271548e-05	0.004978478
"AIP"	"358"	"11"	1833	1833	3.79030009492888e-05	0.037871111
"AIPL1"	"359"	"17"	1284	1284	2.55684314916503e-05	0.002039383
"AIRE"	"360"	"21"	2112	2112	4.32498148230334e-05	NA
"AJAP1"	"30801"	"1"	1300	1300	2.93864609766496e-05	0.210267637
"AJM1"	"37284"	"9"	2931	2931	0.000106496968941494	NA
"AJUBA"	"20250"	"14"	1729	1729	3.84457684091803e-05	0.097661853
"AK1"	"361"	"9"	728	728	1.34575589368966e-05	0.019258394
"AK2"	"362"	"1"	898	898	1.39739558349619e-05	0.009227547
"AK3"	"17376"	"9"	748	748	1.25298395072343e-05	0.004898339
"AK4"	"363"	"1"	736	736	1.31344316221615e-05	0.035881213
"AK5"	"365"	"1"	1897	1897	2.66786097292917e-05	0.028816251
"AK7"	"20091"	"14"	2474	2474	3.59140178262876e-05	0.00808869
"AK8"	"26526"	"9"	1632	1632	2.60346635727062e-05	0.006139051
"AK9"	"33814"	"6"	6760	6760	7.68377624683628e-05	0.009746684
"AKAIN1"	"28285"	"18"	271	271	4.468628637024e-06	NA
"AKAP1"	"367"	"17"	2976	2976	4.69386720405668e-05	0.028269814
"AKAP10"	"368"	"17"	2213	2213	2.90193474815097e-05	0.063491495
"AKAP11"	"369"	"13"	5866	5866	6.67997855230046e-05	0.06461856
"AKAP12"	"370"	"6"	5426	5426	8.27937838033116e-05	0.043013561
"AKAP13"	"371"	"15"	9260	9260	0.00012367512863909	0.011130884
"AKAP14"	"24061"	"X"	686	686	9.69228830571611e-06	0.08499044
"AKAP17A"	"18783"	"X"	2325	2325	5.66990599239564e-05	0.059856125
"AKAP2"	"372"	"9"	4392	4392	6.73812109026672e-05	0.027700275
"AKAP3"	"373"	"12"	2594	2594	3.48029884959012e-05	0.00699195
"AKAP4"	"374"	"X"	2645	2645	3.21792000694507e-05	0.23684032
"AKAP5"	"375"	"14"	1284	1284	1.36931443548188e-05	0.27549837
"AKAP6"	"376"	"14"	7375	7375	9.12263279619879e-05	0.109188502
"AKAP7"	"377"	"6"	1520	1520	1.85593191371933e-05	0.00841155
"AKAP8"	"378"	"19"	2287	2287	4.48594532341139e-05	0.100873703
"AKAP8L"	"29857"	"19"	2247	2247	4.32920887436198e-05	0.034124493
"AKAP9"	"379"	"7"	12701	12701	0.000140519533942103	0.013782046
"AKIP1"	"1170"	"11"	796	796	1.29851043912954e-05	0.00200629
"AKIRIN1"	"25744"	"1"	643	643	1.38351470243699e-05	0.28510141
"AKIRIN2"	"21407"	"6"	676	676	1.49276823764605e-05	0.222130939
"AKNA"	"24108"	"9"	4739	4739	7.56266003004223e-05	0.026491568
"AKNAD1"	"28398"	"1"	3028	3028	3.84316050551149e-05	NA
"AKR1A1"	"380"	"1"	1123	1123	1.6262049431072e-05	0.009754847
"AKR1B1"	"381"	"7"	1095	1095	1.62678547822369e-05	0.009799439
"AKR1B10"	"382"	"7"	1095	1095	1.4496366483181e-05	0.00108264
"AKR1B15"	"37281"	"7"	1253	1253	1.63719083222356e-05	0.003098475
"AKR1C1"	"384"	"10"	1248	1248	1.61910385026336e-05	0.001838851
"AKR1C2"	"385"	"10"	1159	1159	1.52181171428922e-05	0.004199116
"AKR1C3"	"386"	"10"	1123	1123	1.47754536102615e-05	NA
"AKR1C4"	"387"	"10"	1100	1100	1.36531004853296e-05	0.004108782
"AKR1D1"	"388"	"7"	1111	1111	1.43621290383696e-05	0.007254455
"AKR1E2"	"23437"	"10"	1172	1172	1.75341861970824e-05	0.003866223
"AKR7A2"	"389"	"1"	1176	1176	2.72667102577531e-05	0.010710681
"AKR7A3"	"390"	"1"	1092	1092	2.25230899546586e-05	0.002011787
"AKR7L"	"24056"	"1"	1092	1092	2.3237028805285e-05	0.002353489
"AKT1"	"391"	"14"	1684	1684	3.4701127580319e-05	0.095740705
"AKT1S1"	"28426"	"19"	895	895	2.21407401816053e-05	0.072857516
"AKT2"	"392"	"19"	1850	1850	3.43189531733167e-05	0.248172608
"AKT3"	"393"	"1"	1684	1684	1.99995456352896e-05	0.356397553
"AKTIP"	"16710"	"16"	1145	1145	1.50322264543834e-05	0.04030378
"ALAD"	"395"	"9"	1180	1180	2.04234949697682e-05	0.023579808
"ALAS1"	"396"	"3"	2067	2067	2.94203205297238e-05	0.067721839
"ALAS2"	"397"	"X"	1996	1996	2.78409350095438e-05	0.206343459
"ALB"	"399"	"4"	2131	2131	2.68707201039462e-05	0.059472584
"ALCAM"	"400"	"3"	1976	1976	2.47912763368814e-05	0.093555319
"ALDH16A1"	"28114"	"19"	2665	2665	5.62243433137778e-05	0.013622231
"ALDH18A1"	"9722"	"10"	2646	2646	3.96601336648247e-05	0.032050191
"ALDH1A1"	"402"	"9"	1698	1698	2.20211788623369e-05	0.141976765
"ALDH1A2"	"15472"	"15"	1849	1849	2.5624124576061e-05	0.053726841
"ALDH1A3"	"409"	"15"	1964	1964	3.88352429767605e-05	0.073668895
"ALDH1B1"	"407"	"9"	1554	1554	2.79064289724021e-05	0.011454541
"ALDH1L1"	"3978"	"3"	3241	3241	5.31435709654831e-05	0.004339764
"ALDH1L2"	"26777"	"12"	3148	3148	4.13441938748357e-05	NA
"ALDH2"	"404"	"12"	1746	1746	3.21721997004254e-05	0.003154147
"ALDH3A1"	"405"	"17"	1508	1508	3.00609538283915e-05	0.002113263
"ALDH3A2"	"403"	"17"	1837	1837	2.68252162504267e-05	0.010789816
"ALDH3B1"	"410"	"11"	1629	1629	3.51986538591243e-05	0.012209899
"ALDH3B2"	"411"	"11"	1270	1270	2.53829843312127e-05	0.001328942
"ALDH4A1"	"406"	"1"	1931	1931	4.01135757672004e-05	0.013814327
"ALDH5A1"	"408"	"6"	1807	1807	3.48198049336838e-05	0.006785468
"ALDH6A1"	"7179"	"14"	1784	1784	2.38529198108941e-05	0.011088224
"ALDH7A1"	"877"	"5"	1973	1973	2.82647133609484e-05	0.007388563
"ALDH8A1"	"15471"	"6"	1560	1560	2.52922024779993e-05	0.011156278
"ALDH9A1"	"412"	"1"	1717	1717	2.61918059564048e-05	0.002985916
"ALDOA"	"414"	"16"	1492	1492	2.46576049373935e-05	0.024232945
"ALDOB"	"417"	"9"	1207	1207	1.6922259080543e-05	0.005359227
"ALDOC"	"418"	"17"	1207	1207	1.93344294883088e-05	0.043072676
"ALG1"	"18294"	"16"	1587	1587	2.79104434856841e-05	0.006771433
"ALG10"	"23162"	"12"	2948	2948	3.47072311152373e-05	0.009934601
"ALG10B"	"31088"	"12"	1474	1474	1.70236549903494e-05	0.00194426
"ALG11"	"32456"	"13"	1527	1527	1.86315878429259e-05	0.01120136
"ALG12"	"19358"	"22"	1595	1595	3.04700334164663e-05	0.015424679
"ALG13"	"30881"	"X"	3957.66666666667	3957.66666666667	5.01703693417243e-05	0.075275352
"ALG14"	"28287"	"1"	699	699	1.16827565339531e-05	0.004762742
"ALG1L"	"33721"	"3"	628	628	9.39189528789745e-06	0.00427434
"ALG2"	"23159"	"9"	1344	1344	2.54333802478862e-05	0.020842839
"ALG3"	"23056"	"3"	1589	1589	2.74955549603606e-05	0.006942103
"ALG5"	"20266"	"13"	1199	1199	1.77675837529628e-05	0.024017835
"ALG6"	"23157"	"1"	1740	1740	2.03711605571803e-05	0.020584238
"ALG8"	"23161"	"11"	1987.66666666667	1987.66666666667	2.50970084949532e-05	0.0034587
"ALG9"	"15672"	"11"	1504	1504	1.83478898788021e-05	0.01435014
"ALK"	"427"	"2"	5596	5596	9.38291041576421e-05	0.027282609
"ALKAL1"	"33775"	"8"	457	457	9.80931413960175e-06	0.005599463
"ALKAL2"	"27683"	"2"	525	525	1.18591640251984e-05	0.004058752
"ALKBH1"	"17911"	"14"	1250	1250	2.04809692555643e-05	0.002896492
"ALKBH2"	"32487"	"12"	818	818	1.2875693652082e-05	0.0078779
"ALKBH3"	"30141"	"11"	1145	1145	1.60491613808594e-05	NA
"ALKBH4"	"21900"	"7"	941	941	2.22629478587165e-05	0.069097788
"ALKBH5"	"25996"	"17"	1233	1233	3.16790866264399e-05	0.097755035
"ALKBH6"	"28243"	"19"	897	897	2.09699835718104e-05	0.014567536
"ALKBH7"	"21306"	"19"	743	743	1.89009287981822e-05	0.004816306
"ALKBH8"	"25189"	"11"	2220	2220	2.72429433574489e-05	0.007497908
"ALLC"	"17377"	"2"	1336	1336	2.10226180291741e-05	NA
"ALMS1"	"428"	"2"	12879	12879	0.000156365676089592	0.009347919
"ALOX12"	"429"	"17"	2200	2200	3.77300727928092e-05	0.007927542
"ALOX12B"	"430"	"17"	2330	2330	4.54773423103192e-05	0.019672475
"ALOX15"	"433"	"17"	2279	2279	3.99081091081805e-05	0.003373356
"ALOX15B"	"434"	"17"	2239	2239	3.63398073962191e-05	NA
"ALOX5"	"435"	"10"	2233	2233	4.58353374496367e-05	0.021270805
"ALOX5AP"	"436"	"13"	550	550	8.55853443713384e-06	0.230307012
"ALOXE3"	"13743"	"17"	2919	2919	5.39909246034918e-05	0.005724617
"ALPG"	"441"	"2"	1759	1759	4.02659296460051e-05	0.007764392
"ALPI"	"437"	"2"	1747	1747	3.72783303839104e-05	NA
"ALPK1"	"20917"	"4"	3943	3943	5.30374603503015e-05	NA
"ALPK2"	"20565"	"18"	6689	6689	8.56506135715532e-05	0.004647163
"ALPK3"	"17574"	"15"	5932	5932	0.000104953723653201	NA
"ALPL"	"438"	"1"	1735	1735	3.30784967855513e-05	0.0140834
"ALPP"	"439"	"2"	1768	1768	4.05469215749494e-05	0.008133355
"ALS2"	"443"	"2"	5665	5665	7.25586693928396e-05	0.02860631
"ALS2CL"	"20605"	"3"	3246	3246	5.64151788967585e-05	NA
"ALS2CR12"	"14439"	"2"	1546	1546	1.84064718271239e-05	0.003968279
"ALX1"	"1494"	"12"	1029	1029	1.6846469765351e-05	0.059841994
"ALX3"	"449"	"1"	1080	1080	2.26727644011612e-05	0.038035657
"ALX4"	"450"	"11"	1284	1284	2.93506505376984e-05	0.05986219
"ALYREF"	"19071"	"17"	875	875	2.33687266042525e-05	0.206215031
"AMACR"	"451"	"5"	1679	1679	2.80669202536784e-05	0.030083507
"AMBN"	"452"	"4"	1536	1536	1.97471609175383e-05	0.004714425
"AMBP"	"453"	"9"	1203	1203	2.0166643018681e-05	0.004846654
"AMBRA1"	"25990"	"11"	4153	4153	6.69639735236073e-05	0.058293099
"AMD1"	"457"	"6"	1133	1133	1.47444446094953e-05	0.32638666
"AMDHD1"	"28577"	"12"	1409	1409	2.37338558124661e-05	0.003888694
"AMDHD2"	"24262"	"16"	1983	1983	4.26063972427988e-05	0.004880179
"AMELX"	"461"	"X"	698	698	9.57807114630156e-06	0.030744674
"AMER1"	"26837"	"X"	3474	3474	4.56865531147173e-05	0.055248257
"AMER2"	"26360"	"13"	2016	2016	5.51743805737066e-05	NA
"AMER3"	"26771"	"2"	2586	2586	4.51595569623513e-05	0.018579623
"AMFR"	"463"	"16"	2253	2253	4.21149705440453e-05	0.01451886
"AMH"	"464"	"19"	1747	1747	5.00817021428195e-05	NA
"AMHR2"	"465"	"12"	1886	1886	2.59150122273512e-05	0.011964266
"AMIGO1"	"20824"	"1"	1482	1482	2.32007490761449e-05	0.299406932
"AMIGO2"	"24073"	"12"	1569	1569	2.41005097930239e-05	0.288812566
"AMIGO3"	"24075"	"3"	1515	1515	4.0329146291285e-05	0.002138405
"AMMECR1"	"467"	"X"	1082	1082	2.07230510197223e-05	0.168827588
"AMMECR1L"	"28658"	"2"	1013	1013	1.62257156366479e-05	0.269903823
"AMN"	"14604"	"14"	1538	1538	5.00299514529762e-05	NA
"AMN1"	"27281"	"12"	1091	1091	1.47787571325843e-05	0.014959767
"AMOT"	"17810"	"X"	3432	3432	4.96314950116646e-05	0.112429502
"AMOTL1"	"17811"	"11"	3063	3063	5.00895472643229e-05	0.033855017
"AMOTL2"	"17812"	"3"	2668	2668	4.68482409078539e-05	0.048170979
"AMPD1"	"468"	"1"	2583	2583	3.45947970613992e-05	NA
"AMPD2"	"469"	"1"	3118.66666666667	3118.66666666667	5.88105670731503e-05	0.023200609
"AMPD3"	"470"	"11"	2579	2579	4.43291731004202e-05	0.004589701
"AMPH"	"471"	"7"	2448	2448	3.62275410285802e-05	0.0241057
"AMT"	"473"	"3"	1372	1372	2.25461804716279e-05	0.012000045
"AMTN"	"33188"	"4"	744	744	9.15150150407422e-06	0.006766215
"AMY1A"	"474"	"1"	1680	1680	2.13691936444286e-05	NA
"AMY1B"	"475"	"1"	1680	1680	2.13748543366583e-05	NA
"AMY1C"	"476"	"1"	1680	1680	2.13748543366583e-05	NA
"AMY2A"	"477"	"1"	1680	1680	2.18820159305376e-05	NA
"AMY2B"	"478"	"1"	1680	1680	2.09004632859724e-05	0.003215477
"AMZ1"	"22231"	"7"	1577	1577	3.34029588830683e-05	0.001997162
"AMZ2"	"28041"	"17"	1277	1277	1.69446262698299e-05	0.001377209
"ANAPC1"	"19988"	"2"	6571	6571	8.23283288196956e-05	NA
"ANAPC10"	"24077"	"4"	669	669	7.69522382285662e-06	0.012211423
"ANAPC11"	"14452"	"17"	769	769	1.26798134429656e-05	NA
"ANAPC13"	"24540"	"3"	241	241	2.77622931326268e-06	0.007038539
"ANAPC15"	"24531"	"11"	751	751	9.56997455577384e-06	0.059855537
"ANAPC16"	"26976"	"10"	365	365	4.98957831480521e-06	0.01974224
"ANAPC2"	"19989"	"9"	2661	2661	5.73954912955222e-05	0.102575513
"ANAPC4"	"19990"	"4"	2864	2864	3.45071153877167e-05	0.017100281
"ANAPC5"	"15713"	"12"	2749	2749	4.28981563232711e-05	0.010701265
"ANAPC7"	"17380"	"12"	1964	1964	2.87886660835058e-05	0.339457062
"ANG"	"483"	"14"	444	444	7.06821745086529e-06	0.048227554
"ANGEL1"	"19961"	"14"	2232	2232	3.25696725564855e-05	NA
"ANGEL2"	"30534"	"1"	1778	1778	2.24080480600166e-05	0.026330978
"ANGPT1"	"484"	"8"	1627	1627	2.04026769454216e-05	0.152559695
"ANGPT2"	"485"	"8"	1674	1674	2.29647103355285e-05	0.059494767
"ANGPT4"	"487"	"20"	1640	1640	2.78205745557275e-05	0.006758089
"ANGPTL1"	"489"	"1"	1524	1524	1.88397608841317e-05	0.0081352
"ANGPTL2"	"490"	"9"	1530	1530	2.96776371811895e-05	0.039762859
"ANGPTL3"	"491"	"1"	1479	1479	1.66037018072142e-05	0.00816804
"ANGPTL4"	"16039"	"19"	1317	1317	2.87460499334877e-05	0.006450071
"ANGPTL5"	"19705"	"11"	1279	1279	1.51742576068448e-05	0.002622878
"ANGPTL6"	"23140"	"19"	1477	1477	3.89977682885574e-05	0.001159157
"ANGPTL7"	"24078"	"1"	1105	1105	1.70572869843335e-05	0.00131016
"ANGPTL8"	"24933"	"19"	645	645	1.13364176176001e-05	NA
"ANHX"	"40024"	"12"	1252	1252	2.02049159593866e-05	NA
"ANK1"	"492"	"8"	6810	6810	0.000127184988648866	0.396736848
"ANK2"	"493"	"4"	13335	13335	0.000178920500306395	0.143878141
"ANK3"	"494"	"10"	14560	14560	0.00019487166793166	0.186357005
"ANKAR"	"26350"	"2"	4682	4682	5.40237346151461e-05	NA
"ANKDD1A"	"28002"	"15"	1914	1914	3.55289728547223e-05	0.003638102
"ANKDD1B"	"32525"	"5"	1795	1795	2.64973174779474e-05	NA
"ANKEF1"	"15803"	"20"	2459	2459	3.45999557567501e-05	0.005468713
"ANKFN1"	"26766"	"17"	3866	3866	5.65915023597451e-05	0.007940087
"ANKFY1"	"20763"	"17"	4137.66666666667	4137.66666666667	7.23682069051687e-05	0.074255881
"ANKH"	"15492"	"5"	1655	1655	2.92475433269091e-05	0.039607624
"ANKHD1"	"24714"	"5"	8659	8659	0.000111472378043976	0.036827982
"ANKIB1"	"22215"	"7"	3558	3558	4.48009838342097e-05	0.150003584
"ANKK1"	"21027"	"11"	2410	2410	4.18433225990768e-05	NA
"ANKLE1"	"26812"	"19"	2303	2303	4.61846659978692e-05	0.00337611
"ANKLE2"	"29101"	"12"	3124	3124	5.50251049163242e-05	0.010963652
"ANKMY1"	"20987"	"2"	3701	3701	7.17372255393968e-05	NA
"ANKMY2"	"25370"	"7"	1470	1470	1.83896199397517e-05	0.008520204
"ANKRA2"	"13208"	"5"	1054	1054	1.25954581254357e-05	0.009163781
"ANKRD1"	"15819"	"10"	1088	1088	1.59402116046255e-05	0.015326718
"ANKRD10"	"20265"	"13"	1453	1453	2.66045107116364e-05	0.028298331
"ANKRD11"	"21316"	"16"	8309	8309	0.000174678888681323	0.177788579
"ANKRD12"	"29135"	"18"	6367	6367	7.15631491448199e-05	0.106660716
"ANKRD13A"	"21268"	"12"	1997	1997	2.95509673672531e-05	0.021170726
"ANKRD13B"	"26363"	"17"	2160	2160	4.7932573888279e-05	0.098081514
"ANKRD13C"	"25374"	"1"	1818	1818	2.74503048150965e-05	0.194891322
"ANKRD13D"	"27880"	"11"	2065	2065	4.18372610428044e-05	0.158523113
"ANKRD16"	"23471"	"10"	1182	1182	2.18816709366477e-05	0.008935371
"ANKRD17"	"23575"	"4"	8404	8404	0.000110669570108064	0.409029387
"ANKRD18A"	"23643"	"9"	3613	3613	4.75627403321527e-05	NA
"ANKRD18B"	"23644"	"9"	3404	3404	4.19650415688027e-05	NA
"ANKRD2"	"495"	"10"	1211	1211	2.36066162476802e-05	0.006852846
"ANKRD20A1"	"23665"	"9"	2696	2696	3.5151857239421e-05	NA
"ANKRD20A2"	"31979"	"9"	2696	2696	3.5311294086448e-05	NA
"ANKRD20A3"	"31981"	"9"	2696	2696	3.53300191888921e-05	NA
"ANKRD20A4"	"31982"	"9"	2696	2696	3.47196740111302e-05	NA
"ANKRD22"	"28321"	"10"	656	656	9.00940009934153e-06	0.002413634
"ANKRD23"	"24470"	"2"	1046	1046	1.87672765544744e-05	0.002624946
"ANKRD24"	"29424"	"19"	4162	4162	8.90371258272805e-05	NA
"ANKRD26"	"29186"	"10"	6138	6138	6.97597435743995e-05	0.007862257
"ANKRD27"	"25310"	"19"	3642	3642	5.64039061487034e-05	0.006988814
"ANKRD28"	"29024"	"3"	3728	3728	4.76723023697723e-05	0.145288663
"ANKRD29"	"27110"	"18"	1282	1282	2.0727879850926e-05	0.008695989
"ANKRD30A"	"17234"	"10"	5023	5023	5.80809374491845e-05	NA
"ANKRD30B"	"24165"	"18"	4739	4739	5.66288181348342e-05	NA
"ANKRD30BL"	"35167"	"2"	857	857	1.15395409862344e-05	NA
"ANKRD31"	"26853"	"5"	6193	6193	6.61053779749269e-05	NA
