symbol	dNdS_macaque	CODING_GERP	PROMOTER_GERP	glen	cancer_gene	PPI_DGR	PPI_BTWN	PPI_LLS2HI	median_fetalbrain_rpkm	relevant_go	pLI
ADCY5	0.0589159465828751	3.54	0.15	4330	FALSE	1637	43002.171875	82	8.887091	TRUE	0.99928
ADCY6	0.0889748549323017	3.09	0.09	3860	FALSE	1175	21467.1054688	46	5.186624	TRUE	0.0058268
ADCY7	0.07145859604876	2.24	-0.25	3789	FALSE	1122	18836.40625	45	1.433754	TRUE	9.4815e-07
ADCY8	0.0191972076788831	3.82	1.23	4028	FALSE	1762	51940.9296875	85	1.350138	TRUE	1.7766e-06
ADCY9	0.062882096069869	2.99	1.16	4271	FALSE	1088	16485.7285156	38	2.551876	TRUE	0.97943
ADCYAP1	0.387196165696679	2.96	1.65	579	FALSE	836	12653.6923828	48	1.31057	TRUE	0.52424
ADD1	0.0583596214511041	2.99	0.48	2681	FALSE	598	7473.31542969	36	28.961847	TRUE	0.9883
ADD2	0.0137614678899083	3.28	0.38	2644	FALSE	671	8840.23046875	38	34.412152	FALSE	0.9961
ADD3	0.250303766707169	4	0.78	2329	FALSE	549	6861.77587891	31	6.249886	FALSE	0.9988
ADGB	0.207332490518331	1.28	-0.66	5825	FALSE	478	1515.46325684	21	0	FALSE	3.7201e-22
ADGRA1	0.171311475409836	1.63	-0.44	4088	FALSE	549	8483.55371094	16	2.072337	FALSE	0.013687
ADGRA2	0.223507635354003	2.7	1.09	4453	FALSE	740	14510.7421875	27	2.997066	FALSE	5.4955e-08
ADGRA3	0.216888888888889	3.09	0.15	4355	FALSE	708	11926.0810547	31	4.903609	FALSE	0.29336
ADGRB1	0.112708453133985	2.48	0.36	5219	FALSE	367	4429.58496094	10	10.379418	FALSE	1
ADGRB2	0.246543778801843	3.23	1.3	5411	FALSE	264	4555.19335938	4	31.805436	FALSE	0.99982
ADGRB3	0.42575508656641	4.3	2.08	5179	FALSE	619	13404.3056641	28	16.556962	FALSE	1
ADGRD1	0.257332071901608	1.16	-0.5	3350	FALSE	397	5417.86279297	6	0	FALSE	2.5037e-14
ADGRD2	0.359154929577465	1.16	-0.52	3196	FALSE	350	4599.18212891	7	0	FALSE	1.7455e-15
ADGRE1	0.55030303030303	0.35	-0.53	3088	FALSE	676	13313.0058594	8	0	FALSE	1.4801e-23
ADGRE2	0.530456852791878	-0.07	-0.01	2858	FALSE	466	7597.31787109	3	0	FALSE	2.7615e-28
ADGRE3	0.269195189639223	0.45	-0.27	2297	FALSE	460	8790.34667969	2	0	FALSE	5.3919e-28
ADGRE5	0.268272425249169	-0.39	0.22	3045	FALSE	589	9475.95703125	3	0	FALSE	3.0761e-06
ADGRF1	0.851748744852485	1.69	-0.05	3023	FALSE	391	6956.86425781	4	0	FALSE	2.0011e-22
ADGRF2	0.655518394648829	1.84	0.76	2377	FALSE	287	2257.1706543	4	0	FALSE	2.5133e-24
ADGRF4	0.494066882416397	2.04	0.78	2461	FALSE	328	4079.82666016	1	0	FALSE	2.7656e-14
ADGRF5	0.451990632318501	1.94	1.29	4418	FALSE	428	7569.39941406	3	1.504553	FALSE	0.023976
ADGRG1	0.152958152958153	0.57	-0.25	2345	FALSE	667	14716.8330078	32	41.295213	TRUE	5.3483e-10
ADGRG2	0.406593406593407	2.99	0.89	3516.66666666667	FALSE	471	11228.3515625	5	0	FALSE	0.92694
ADGRG3	0.306528662420382	1.04	-0.35	2097	FALSE	464	6857.81591797	5	0	FALSE	8.9433e-14
ADGRG4	0.51091734648881	1.05	0.71	9656	FALSE	551	10540.4072266	27	0	FALSE	1.2147e-34
ADGRG6	0.333333333333333	2.91	0.35	4207	FALSE	662	17994.0410156	10	1.213344	FALSE	6.6088e-05
ADGRG7	0.879472693032015	0.88	-0.36	2634	FALSE	370	5313.89453125	4	0	FALSE	8.0386e-18
ADGRL1	0.0670498084291188	3.03	1.97	4777	FALSE	625	14302.4335938	13	42.502029	FALSE	1
ADGRL2	0.0608856088560886	4.14	2.86	4890	FALSE	712	21875.5917969	23	9.446671	FALSE	1
ADGRL3	0.0962343096234309	3.84	0.69	5195	FALSE	861	20408.6933594	28	13.91002	FALSE	1
ADGRL4	0.165714285714286	3.47	2.1	2316	FALSE	645	15419.9277344	18	1.496843	FALSE	2.78e-11
ADGRV1	0.365705614567527	2.77	-0.21	20452	FALSE	543	12122.9003906	20	1.358959	TRUE	3.1737e-39
ADH1A	0.0609596272161345	0.94	-0.38	1256	FALSE	613	8942.37109375	12	0	FALSE	1.7118e-11
ADH1B	0.386100386100386	1.38	0.24	1256	FALSE	552	9864.59179688	19	0	FALSE	9.934e-07
ADH4	0.168900804289544	1.19	0.37	1354	FALSE	583	8371.93261719	7	0	FALSE	8.0684e-07
ADH7	0.311750599520384	0.73	-0.2	1375	FALSE	497	7211.63183594	9	0	FALSE	1.5123e-11
ADHFE1	0.243494423791822	3.44	-0.21	1645	FALSE	850	17909.1542969	13	0	FALSE	8.5168e-09
ADIPOR1	0.110803324099723	4.16	0.68	1225	FALSE	505	4678.94287109	14	13.816842	FALSE	0.6584
ADIPOR2	0.100511073253833	3.49	1.14	1257	FALSE	424	4128.25878906	10	9.785395	TRUE	0.36218
ADM2	0.540305010893246	0.63	-1.58	965	FALSE	297	5391.93945312	8	0	TRUE	0.020009
ADNP	0.0372340425531915	3.96	1.71	3341	TRUE	635	9039.81835938	78	37.490794	TRUE	1
ADNP2	0.240627724498692	1.5	1.15	3428	FALSE	169	1942.22106934	10	6.786195	FALSE	0.69573
ADORA1	0.00834403080872914	3.36	0.18	1042	FALSE	1141	17127.6816406	50	8.233503	TRUE	0.015215
ADORA2A	0.0396767083027186	2.55	-0.47	1255	FALSE	877	9083.19238281	50	3.020877	TRUE	0.5971
ADORA3	0.538461538461538	1.38	0.37	1854	FALSE	894	12475.0400391	27	0	FALSE	0.0001441
ADPGK	0.0220264317180617	2.85	-0.05	1613	FALSE	413	10453.1796875	4	6.575366	FALSE	0.0052215
ADRA1A	0.258565310492505	3.12	0.93	2291	FALSE	751	10400.9882812	33	0	FALSE	3.3722e-07
ADRA1B	0.0282208588957055	3.4	2.09	1579	FALSE	853	10861.859375	45	0	FALSE	0.13541
ADRA2C	0.202567094515753	1.94	0.92	1512	FALSE	796	8148.33398438	37	2.401292	FALSE	0.50159
ADRB1	NA	2.62	1.2	1434	FALSE	820	10972.2373047	37	0	FALSE	2.8786e-06
ADRB3	0.275195822454308	2.04	-0.92	1243	FALSE	714	6301.68652344	33	0	FALSE	2.4637e-07
ADRM1	0.00806451612903226	2.91	0.77	1352	FALSE	13	0.0291399452835	0	24.968551	FALSE	0.99704
ADSL	0.379833206974981	3.05	-0.99	1750	FALSE	684	5022.47167969	21	6.824732	FALSE	8.9207e-12
ADSSL1	0.154418604651163	2.15	-0.93	1936	FALSE	849	13360.0107422	19	0	FALSE	2.8155e-07
AEBP1	0.195147679324895	2.06	0.99	4007	FALSE	414	6992.8515625	7	3.236821	TRUE	7.3471e-11
AEBP2	0.0199577601535287	3.9	2.12	1912.66666666667	FALSE	439	4958.48535156	50	4.138254	FALSE	0.99921
AEN	0.493599397590361	1.68	-0.2	1118	FALSE	642	7955.30517578	13	0	FALSE	2.0092e-10
AES	0.402315841340232	1.83	-0.01	926	FALSE	627	7891.78027344	45	228.469864	TRUE	0.93594
AFAP1	0.141810570381999	2.09	-0.2	2701	FALSE	314	3063.22363281	15	21.52713	FALSE	2.3828e-07
AFAP1L1	0.119196988707654	3.19	0.3	2595	FALSE	129	761.155883789	2	1.50542	FALSE	4.9556e-14
AFAP1L2	0.0837867247007617	2.49	0.85	2990	FALSE	199	1431.4473877	2	1.628942	TRUE	0.0021581
AFDN	0.0712290502793296	2.14	0.91	6164	FALSE	896	15411.5996094	37	19.013841	FALSE	1
AFF1	0.30939226519337	1.97	-0.21	4109	FALSE	395	3122.88452148	31	0	TRUE	0.71038
AFF2	0.227979274611399	3.19	0.95	4321	FALSE	412	5180.08251953	50	5.977692	TRUE	0.99577
AFF3	0.116809116809117	2.79	0.53	4548	FALSE	467	9028.3828125	21	16.269397	FALSE	0.99996
AFF4	0.355696202531646	4.35	3.01	3862	FALSE	525	7157.14111328	45	16.634428	FALSE	1
AFG3L2	0.290441176470588	3.31	-0.01	2650	FALSE	1231	26381.7539062	21	13.121014	FALSE	5.2511e-09
AFM	0.538223140495868	1.01	0.87	2008	FALSE	388	4542.46923828	5	0	FALSE	4.2654e-19
AFP	0.198581560283688	1.8	1.4	2130	FALSE	1630	44605.2421875	83	0	FALSE	1.1383e-11
AGA	0.701845018450184	2.29	1.49	1169	FALSE	481	5336.76953125	13	2.063604	FALSE	4.2802e-06
AGAP1	0.0366713681241185	3.06	0.73	4000	FALSE	578	6582.62207031	26	10.175436	FALSE	0.99984
AGAP2	0.124285714285714	3.12	2.03	4049	FALSE	734	10741.0019531	35	32.043007	TRUE	0.99816
AGAP3	0.0846812559467174	2.64	1.03	4023	FALSE	499	4171.63085938	19	17.129666	FALSE	0.91091
AGBL1	0.513924050632911	1.83	-0.13	3588.66666666667	FALSE	178	1635.18371582	4	0	FALSE	1.4377e-30
AGBL2	0.225563909774436	2.32	-1.12	3134	FALSE	202	1932.21765137	1	0	FALSE	3.9622e-16
AGBL3	0.0828516377649326	2.33	-1.23	3573	FALSE	332	5086.85742188	4	0	FALSE	4.1796e-16
AGBL4	0.116424116424116	3.62	0.58	1760	FALSE	232	3250.12915039	3	0	FALSE	2.4767e-06
AGBL5	0.358831710709318	3.66	3.11	3056	FALSE	171	1608.75012207	2	9.577815	FALSE	2.3696e-08
AGER	0.533678756476684	2.55	1.86	1674	FALSE	605	3486.48022461	17	0	FALSE	6.3528e-16
AGFG2	NA	2.95	1.53	1622	FALSE	463	3763.32666016	15	0	FALSE	0.00025383
AGK	0.139344262295082	2.91	-0.15	1578	FALSE	776	17757.0234375	24	4.744602	FALSE	5.9973e-09
AGL	0.231707317073171	3.47	-0.4	5184	FALSE	846	19930.6621094	28	4.695038	FALSE	2.7564e-27
AGMO	0.231782265144864	2.15	0.83	1574	FALSE	462	5943.33300781	10	0	FALSE	6.7791e-26
AGO1	0.282201405152225	4.57	1.67	2862	FALSE	1331	24890.9667969	84	7.787532	TRUE	1
AGO2	0.0520179372197309	3.14	0.57	2868	FALSE	1754	39089.1484375	103	1.976003	TRUE	1
AGO3	0.4579226686884	4.47	0.84	2911	FALSE	864	12453.7636719	48	1.034645	TRUE	0.99997
AGO4	0.561381074168798	4.2	1.01	2858	FALSE	973	18263.0488281	50	13.248121	TRUE	0.9999
AGPAT1	0.027972027972028	3.95	0.95	932	FALSE	556	9269.5625	4	37.426208	FALSE	0.97215
AGPAT2	0.101978691019787	1.55	0.35	917	FALSE	805	18980.2949219	8	0	FALSE	1.236e-07
AGPAT3	0.210489264343541	2.44	-0.5	1244	FALSE	552	11778.6318359	6	6.755414	FALSE	0.99933
AGPAT4	0.377850162866449	2.36	1.84	1494	FALSE	429	5358.18798828	7	7.558227	FALSE	0.1021
AGPAT5	0.0852878464818763	2.37	0.26	1207	FALSE	475	6977.51269531	6	15.284798	FALSE	7.0782e-06
AGPS	0.324303987960873	3.82	2.03	2281	FALSE	542	8503.98339844	10	6.94388	FALSE	1
AGR3	0.21021897810219	2.32	1.35	638	FALSE	270	3742.42675781	2	0	FALSE	2.2088e-19
AGRN	0.29988088147707	1.87	0.59	6698	FALSE	1209	27431.5117188	60	18.778361	TRUE	5.4727e-07
AGRP	0.274463007159905	2.42	1.44	431	FALSE	590	4305.40771484	26	0	FALSE	0.00069912
AGTPBP1	0.0625	3.57	1.01	4269	FALSE	324	6323.29101562	7	23.709321	FALSE	0.42151
AGTR1	0.2	3.12	-0.25	1080	FALSE	1215	16468.6015625	51	0	FALSE	0.00053161
AGTR2	0.0809968847352025	3.09	3.31	1092	FALSE	791	9000.08886719	30	0	TRUE	0.0082345
AGTRAP	0.287804878048781	1.42	0.78	803	FALSE	271	2681.17578125	10	1.103221	FALSE	0.18842
AGXT	0.139082058414465	1.48	-0.71	1339	FALSE	1119	24684.6777344	33	0	FALSE	1.2332e-07
AHCTF1	0.39746835443038	2.39	-0.15	7494	FALSE	504	4723.27392578	33	2.284364	FALSE	1
AHCYL1	0	4.63	1.06	1849	FALSE	923	15090.421875	26	15.403203	FALSE	0.99429
AHCYL2	0.0240963855421687	4.16	2.65	2371	FALSE	757	10393.8496094	13	5.132533	FALSE	0.99127
AHDC1	0.275020341741253	3.24	1.45	4812	FALSE	107	307.711853027	42	11.125186	FALSE	1
AHI1	0.594674556213018	2.55	-0.33	4119	FALSE	872	21524.8984375	56	1.40551	TRUE	1.0773e-25
AHNAK	0.225022502250225	3.49	0.89	17883	FALSE	721	17598.0449219	30	1.272937	TRUE	0.89827
AHNAK2	0.20419115767953	-1.11	-2.06	17484	FALSE	334	6929.82177734	15	2.40095	FALSE	0.00064799
AHR	0.30012936610608	2.12	-0.14	2707	FALSE	1063	15810.1357422	45	1.277065	TRUE	0.99999
AHRR	0.43668720054757	0.49	-0.54	2551	FALSE	271	3514.48754883	8	0	TRUE	0.00018111
AHSA1	0.038961038961039	3.51	1.95	1406	FALSE	700	8496.07226562	16	32.736312	FALSE	0.99896
AHSG	0.620567375886525	0.62	1.54	1205	FALSE	965	22035.7695312	13	0	TRUE	3.209e-10
AICDA	0.133389261744966	2.98	1.6	661	FALSE	853	11906.6445312	40	0	FALSE	9.2098e-06
AIDA	0	4.47	1.38	1111	FALSE	112	443.543426514	5	1.802128	FALSE	0.00015469
AIFM3	0.0446030330062444	2.79	0.28	2222	FALSE	661	12175.4560547	16	0	FALSE	1.9474e-14
AIG1	0.935361216730038	3.49	0.2	947	FALSE	157	1860.6607666	5	7.640884	FALSE	3.6161e-07
AIM2	0.852727272727273	-0.47	-0.44	1096	FALSE	401	2152.0546875	8	1.603486	FALSE	2.1942e-09
AIMP1	0.328	2.96	-0.91	1107	FALSE	1213	16446.2578125	21	8.487902	FALSE	3.0411e-07
AIP	0.104357798165138	3.11	1.97	1833	FALSE	233	1819.03271484	8	32.557541	TRUE	0.36163
AIRE	0.292483660130719	0.32	-0.97	2112	FALSE	1316	28571.3652344	73	0	TRUE	4.0468e-12
AJAP1	0.0650306748466258	2.27	0.29	1300	FALSE	393	8485.80078125	18	1.865289	FALSE	0.99469
AJUBA	0.0616929698708752	4.47	1.25	1729	TRUE	772	8810.00976562	31	0	TRUE	0.79717
AK2	0.0272108843537415	3.2	1.04	898	FALSE	1055	16200.15625	20	3.291506	TRUE	6.2706e-05
AK3	0.12	2.94	-0.44	748	FALSE	761	11092.5566406	14	7.418166	FALSE	0.0001135
AK4	0.0771929824561404	2.5	0.46	736	FALSE	775	13320.7646484	16	1.530976	TRUE	0.13353
AK5	0.127310061601643	3.06	0.05	1897	FALSE	784	11572.4072266	35	2.992942	FALSE	0.0033057
AK8	0.112741312741313	1.76	-0.26	1632	FALSE	718	9780.64648438	14	0	FALSE	2.0053e-11
AK9	0.11969111969112	2.15	0.02	6760	FALSE	716	6416.24316406	12	1.308869	FALSE	3.687e-26
AKAIN1	NA	2.25	1.53	271	FALSE	1	0	0	0	FALSE	0.48916
AKAP1	0.524568393094289	1.63	0.57	2976	FALSE	13	5.3809967041	1	8.648879	FALSE	0.74238
AKAP10	0.208430913348946	4.09	2.02	2213	FALSE	260	2797.28710938	10	5.88448	FALSE	0.10782
AKAP11	0.47723704866562	2.41	1.36	5866	FALSE	310	3657.69262695	17	16.62975	FALSE	0.97878
AKAP12	0.464723926380368	-0.04	-0.26	5426	FALSE	502	8024.07763672	25	19.23524	FALSE	0.035666
AKAP13	0.51497005988024	1.55	0.9	9260	FALSE	804	14054.7597656	49	4.574753	TRUE	0.92909
AKAP14	0.411359724612737	-0.75	-0.66	686	FALSE	260	4336.52246094	11	0	FALSE	0.65829
AKAP2	0.226837060702875	2.56	1.13	4392	FALSE	281	3775.35595703	7	4.258577	FALSE	6.0664e-05
AKAP3	0.384285714285714	1.92	2.73	2594	FALSE	364	8449.17773438	5	0	FALSE	0.056438
AKAP4	0.540616246498599	2.22	2.04	2645	FALSE	400	9759.76855469	5	0	FALSE	0.99323
AKAP6	0.321695760598504	3.34	4.76	7375	FALSE	597	8891.51464844	38	10.07246	FALSE	0.99983
AKAP7	0.267223382045929	2.69	0	1520	FALSE	331	3568.92431641	20	12.114644	FALSE	2.8942e-07
AKAP8	0.285386381025249	1.67	0.3	2287	FALSE	284	1655.83630371	17	5.514773	FALSE	0.66425
AKAP9	0.403985507246377	2.54	1.12	12701	FALSE	826	20322.6152344	70	5.961353	TRUE	4.5249e-17
AKIRIN1	0	3.54	1.76	643	FALSE	234	1784.63684082	12	18.42982	FALSE	0.79347
AKIRIN2	0	4.17	2.04	676	FALSE	279	3268.18237305	14	51.049817	TRUE	0.92355
AKNA	0.492957746478873	0.83	0.03	4739	FALSE	240	2525.63110352	7	1.058387	FALSE	0.00012945
AKNAD1	0.733913043478261	0.47	0.51	3028	FALSE	99	576.445678711	3	0	FALSE	3.6153e-23
AKR1B1	0.160647571606476	2.5	-1.84	1095	FALSE	976	11958.5820312	23	17.729883	FALSE	2.0216e-05
AKR1C3	0.194236926360726	0.22	-0.25	1123	FALSE	554	5341.36035156	14	0	FALSE	7.5812e-24
AKR1C4	0.45186136071887	0.45	-0.59	1100	FALSE	307	2665.04443359	6	0	FALSE	2.2341e-17
AKR1D1	0.0958721704394141	1.62	0.23	1111	FALSE	431	4052.05419922	3	0	FALSE	1.7175e-07
AKT1	0.00918105031215571	2.41	-0.01	1684	TRUE	6232	612807.25	263	19.245862	TRUE	0.9759
AKT1S1	0.0514705882352941	2.06	0.08	895	FALSE	439	2022.39489746	26	4.208747	TRUE	0.111
AKT3	0	4.67	0.74	1684	FALSE	1820	25526.4628906	119	43.495532	FALSE	0.99958
ALAD	0.521091811414392	2.96	-0.17	1180	FALSE	818	12094.7519531	18	5.130932	FALSE	5.6185e-05
ALAS2	0.215880893300248	3.24	1.19	1996	FALSE	897	23855.5605469	26	3.214769	FALSE	0.99586
ALB	0.469416785206259	1.14	2.74	2131	TRUE	5207	550063.875	209	0	FALSE	0.64329
ALCAM	0.131531531531532	3.84	1.41	1976	FALSE	631	3704.26611328	42	6.701403	TRUE	0.73267
ALDH16A1	0.150470219435737	1.68	-0.75	2665	FALSE	529	7814.11425781	15	3.000027	FALSE	2.3658e-20
ALDH18A1	0.162705667276051	3.59	0.4	2646	FALSE	2104	98968.203125	50	15.727514	FALSE	0.00081212
ALDH1A1	0.0842105263157895	2.91	1.31	1698	FALSE	1244	28153.7128906	69	0	FALSE	0.95448
ALDH1A2	0.228490832157969	3.39	-0.05	1849	FALSE	1047	23087.9296875	65	0	TRUE	0.36331
ALDH1A3	0.0910075839653304	2.93	0.75	1964	FALSE	868	15038.8369141	45	0	FALSE	0.14128
ALDH1B1	0.0716049382716049	2.7	-1.58	1554	FALSE	717	8654.609375	18	7.72877	FALSE	2.6981e-06
ALDH1L1	0.106103286384977	2.28	-0.74	3241	FALSE	620	9582.47460938	22	0	FALSE	1.4114e-11
ALDH1L2	0.119515885022693	3.25	-0.59	3148	FALSE	493	5922.56152344	6	1.465415	FALSE	1.7337e-17
ALDH3A1	0.193052391799544	1.91	-0.26	1508	FALSE	906	17577.1777344	33	0	FALSE	3.9013e-17
ALDH3B1	0.115890688259109	1.77	0.5	1629	FALSE	810	13865.4980469	20	0	FALSE	6.2437e-06
ALDH3B2	0.10774556469061	1.31	-1.05	1270	FALSE	686	8156.61035156	17	0	FALSE	3.1881e-13
ALDH4A1	0.0625	2.83	-1.03	1931	FALSE	691	11711.4423828	11	3.165368	FALSE	1.3725e-05
ALDH6A1	0.462962962962963	3.89	-0.19	1784	FALSE	510	5717.29003906	10	3.351698	FALSE	7.5619e-10
ALDH7A1	0.254057971014493	2.72	-0.35	1973	FALSE	1194	23741.5664062	58	4.924903	TRUE	1.3923e-22
ALDH8A1	0.110542476970317	2.84	-0.58	1560	FALSE	665	7964.80126953	11	0	FALSE	2.4846e-12
ALDH9A1	0.527717391304348	2.37	-0.55	1717	FALSE	849	12007.7607422	14	14.20412	FALSE	1.0995e-11
ALDOA	0.0106100795755968	3.79	-0.09	1492	FALSE	1207	25227.3164062	33	86.679518	FALSE	0.0013228
ALG1	0.25323275862069	2.08	-0.69	1587	FALSE	558	7068.41210938	17	4.751586	FALSE	3.622e-19
ALG11	NA	2.66	0.61	1527	FALSE	684	13441.3300781	23	2.395781	FALSE	6.1729e-09
ALG13	0.385524372230428	2.93	0.62	3957.66666666667	FALSE	878	29611.953125	71	2.727602	FALSE	0.99998
ALG14	0.259414225941423	2.28	-0.66	699	FALSE	209	1535.20300293	6	3.127253	FALSE	0.00093727
ALG2	0.156108597285068	2.55	-0.34	1344	FALSE	539	5435.18164062	19	3.875813	FALSE	8.0497e-05
ALG3	0.139884393063584	3.3	0.35	1589	FALSE	452	6453.06933594	15	2.807821	FALSE	3.6777e-10
ALG6	0.164095371669004	2.74	-0.21	1740	FALSE	311	3847.98144531	8	1.505308	FALSE	0.00030541
ALG8	0.342372881355932	3.31	0.37	1987.66666666667	FALSE	264	2604.39770508	7	2.994806	FALSE	1.1804e-08
ALG9	0.0356589147286822	3.71	-0.61	1504	FALSE	1	0	0	5.289471	FALSE	0.00064044
ALK	0.115163147792706	1.75	1.13	5596	TRUE	1809	32876.4921875	125	0	TRUE	3.2299e-06
ALKAL1	0.317365269461078	1.34	-1.08	457	FALSE	116	648.211364746	2	0	FALSE	5.9081e-05
ALKAL2	3.51515151515152	2.51	-0.31	525	FALSE	155	1202.92687988	6	0	FALSE	0.031797
ALKBH1	0.676646706586826	3	0.51	1250	FALSE	424	5116.63232422	13	4.048446	TRUE	4.8961e-06
ALKBH2	0.108324974924774	1.1	-0.92	818	FALSE	225	851.785766602	2	8.009211	FALSE	0.0032745
ALKBH3	0.184745762711864	2.69	-0.32	1145	FALSE	262	1482.62695312	7	4.254523	FALSE	2.7442e-12
ALKBH4	0.0495283018867924	1.74	0.78	941	FALSE	150	1061.72167969	4	7.774207	FALSE	0.12598
ALKBH5	0.121428571428571	3.57	0.51	1233	FALSE	285	2443.95507812	7	21.081959	FALSE	0.94974
ALKBH6	0.0883534136546185	2.74	0.44	897	FALSE	71	213.743621826	1	1.022234	FALSE	0.10641
ALKBH7	0.237603305785124	1.9	-1.2	743	FALSE	188	1572.0411377	5	33.527425	FALSE	1.7207e-06
ALKBH8	0.507894736842105	2.74	-0.32	2220	FALSE	953	11560.5126953	16	3.522162	FALSE	0.00020414
ALLC	0.262690355329949	1.53	-0.09	1336	FALSE	471	5831.2109375	13	0	FALSE	4.2324e-16
ALMS1	0.685897435897436	0.8	0.16	12879	FALSE	1	0	0	3.215519	FALSE	4.4999e-60
ALOX12	0.269058295964126	2.46	0.69	2200	FALSE	410	4835.43701172	12	0	TRUE	1.4397e-15
ALOX12B	0.0372602739726027	2.26	-0.05	2330	FALSE	285	4745.66455078	2	0	TRUE	0.00075626
ALOX15	0.254580520732883	1.5	-1.27	2279	FALSE	432	4312.07519531	8	0	FALSE	1.1397e-23
ALOX15B	0.201834862385321	1.18	-2.12	2239	FALSE	223	3120.73339844	4	0	FALSE	1.4819e-18
ALOX5	0.0726306465899026	3.24	-0.69	2233	FALSE	921	29838.96875	21	0	FALSE	1.2059e-06
ALOX5AP	0.0812854442344045	3.1	0.16	550	FALSE	2	0	0	0	FALSE	0.070729
ALOXE3	0.0948795180722892	2.33	-0.15	2919	FALSE	340	6165.80078125	4	0	FALSE	5.1284e-20
ALPI	0.213467048710602	0.92	-0.73	1747	FALSE	883	19289.9492188	35	0	FALSE	2.4527e-18
ALPK1	0.464231354642314	1.25	0.24	3943	FALSE	234	1384.46655273	3	0	FALSE	1.0188e-19
ALPK2	0.748466257668712	0.45	1.74	6689	TRUE	197	3100.59887695	4	0	FALSE	1.0376e-21
ALPK3	0.541487839771102	1.18	-0.17	5932	FALSE	211	3127.25268555	0	0	TRUE	8.4158e-25
ALPL	0.132867132867133	2.68	0.37	1735	FALSE	1187	25667.2871094	67	2.971011	TRUE	0.0003636
ALS2	0.345866032715141	3.5	0.41	5665	FALSE	945	15191.5751953	35	6.897192	TRUE	8.7204e-12
ALS2CL	0.154975530179445	1.95	-0.7	3246	FALSE	213	2218.55249023	3	0	FALSE	4.297e-28
ALX4	0.0351758793969849	2.94	1.12	1284	FALSE	811	24747.5039062	75	0	TRUE	0.35736
AMACR	0.555304740406321	1.96	-1.87	1679	FALSE	520	7423.71337891	13	3.657914	FALSE	0.027363
AMBN	1.36775818639798	2.14	2.83	1536	FALSE	328	4121.03076172	19	0	FALSE	1.0497e-09
AMBP	0.274694783573807	1.59	-0.51	1203	FALSE	837	41100.75	19	0	FALSE	2.7886e-13
AMBRA1	0.124434389140271	4.08	1.62	4153	FALSE	741	9546.30566406	39	8.802268	FALSE	1
AMD1	0.155963302752294	4.6	2.91	1133	FALSE	633	9951.70410156	16	18.202892	FALSE	0.98227
AMDHD1	0.198818897637795	4.04	-1.44	1409	FALSE	363	2726.43530273	6	0	FALSE	3.1269e-08
AMDHD2	0.130434782608696	2.27	-0.3	1983	FALSE	304	2042.40222168	1	3.079646	FALSE	0.002313
AMER1	0.614963503649635	2.3	1.48	3474	TRUE	419	4137.83935547	43	3.668597	FALSE	0.8538
AMER2	0.133879781420765	1.68	-0.39	2016	FALSE	644	5507.74951172	45	14.552193	FALSE	0.083487
AMER3	0.274836838288615	0.89	-0.43	2586	FALSE	293	1195.91333008	25	7.859246	FALSE	0.61869
AMH	0.0466981132075472	0.3	-0.7	1747	FALSE	819	15483.7246094	57	0	TRUE	3.3974e-12
AMIGO1	0	3.43	1.36	1482	FALSE	223	1857.76623535	18	7.107814	FALSE	0.98411
AMIGO3	0.205450733752621	1.88	-0.38	1515	FALSE	71	410.190063477	2	4.95485	FALSE	0.00020785
AMMECR1	0	4.13	2.2	1082	FALSE	464	7703.9140625	27	0	FALSE	0.82117
AMMECR1L	0.533653846153846	4.5	1.38	1013	FALSE	205	1650.75866699	4	8.592044	FALSE	0.9913
AMN	NA	0.79	0.54	1538	FALSE	214	1567.24365234	0	7.290769	FALSE	0.00026529
AMOT	0.470253164556962	3.42	4.06	3432	FALSE	532	7550.86035156	37	4.651575	TRUE	0.99666
AMOTL1	0.074361820199778	2.8	2.04	3063	FALSE	304	2783.19995117	14	10.110188	FALSE	0.0018316
AMOTL2	0.0923076923076923	2.7	2.15	2668	FALSE	498	5540.07373047	23	14.828993	FALSE	0.15515
AMPD1	0.320088300220751	3.37	2.33	2583	FALSE	610	10981.765625	7	0	FALSE	1.9099e-21
AMPD2	0.0253164556962025	3.27	0.34	3118.66666666667	FALSE	523	6994.41357422	9	10.997549	FALSE	4.5084e-07
AMPD3	0.101351351351351	3.64	0.18	2579	FALSE	538	8642.37792969	8	0	FALSE	1.1323e-12
AMPH	0.237230419977299	2.69	1.15	2448	FALSE	1501	31492.8769531	66	12.988879	TRUE	1.7006e-05
AMT	0.24390243902439	2.64	0.92	1372	FALSE	548	4741.11767578	6	1.093588	FALSE	0.0027214
AMTN	1.28712871287129	1.73	2.12	744	FALSE	238	2513.609375	8	0	FALSE	8.1348e-11
AMZ1	0.0966792770071459	1.72	-1.02	1577	FALSE	125	1228.57775879	1	0	FALSE	3.7114e-23
ANAPC10	0	4.27	0.11	669	FALSE	9	0.241662025452	0	1.664365	FALSE	0.0055077
ANAPC15	0	3.26	1.02	751	FALSE	283	1579.66906738	6	7.514909	FALSE	0.29581
ANAPC16	0	4.25	0.32	365	FALSE	NA	NA	NA	9.157758	FALSE	0.022882
ANAPC2	0.0164765525982256	2.59	0.1	2661	FALSE	978	24852.6914062	31	7.412448	TRUE	0.99993
