ensembl_transcript_enst	ensembl_transcript_version	hgnc_symbol	obs_missense	exp_missense	overall_chisq	n_regions	ensembl_gene_id
ENST00000215838	3	TCN2	209	143.632650413	29.7487401346	1	ENSG00000185339
ENST00000215855	2	CRYBB3	111	109.108947303	0.032775316688	1	ENSG00000100053
ENST00000215862	4	MORC2	236	382.131649897	55.8824664418	3	ENSG00000133422
ENST00000215882	5	SLC25A1	80	122.789057331	14.9109657416	2	ENSG00000100075
ENST00000215885	3	PLA2G3	209	183.426676808	3.56542936092	1	ENSG00000100078
ENST00000215886	4	LGALS2	49	47.3320803026	0.058775276709	1	ENSG00000100079
ENST00000215904	6	PDXP	61	141.548115217	45.8359961559	2	ENSG00000241360
ENST00000215906	5	ASPHD2	118	173.776784973	17.9025624302	1	ENSG00000128203
ENST00000215909	5	LGALS1	51	55.3011082558	0.334523715911	1	ENSG00000100097
ENST00000215912	5	PIK3IP1	67	75.7565362842	1.01214933333	1	ENSG00000100100
ENST00000215917	7	SRRD	102	79.204473464	6.56069041717	1	ENSG00000100104
ENST00000215939	2	CRYBB1	105	124.583654248	3.07840957158	1	ENSG00000100122
ENST00000215941	4	ANKRD54	71	98.6307799198	7.74058564271	1	ENSG00000100124
ENST00000215957	6	MICALL1	265	282.072673115	1.03333713283	1	ENSG00000100139
ENST00000215980	5	CENPM	57	67.8428135568	1.73292644665	1	ENSG00000100162
ENST00000216024	2	DMC1	78	117.849070439	13.4744246088	1	ENSG00000100206
ENST00000216027	3	HSCB	79	79.5819070924	0.00425493528131	1	ENSG00000100209
ENST00000216034	4	TOMM22	29	54.0994000223	11.6448589304	1	ENSG00000100216
ENST00000216038	5	RTCB	139	169.508031141	5.49083107047	1	ENSG00000100220
ENST00000216039	5	JOSD1	40	70.8113707545	13.4066119277	1	ENSG00000100221
ENST00000216044	5	GTPBP1	139	252.26115269	50.8524145387	3	ENSG00000100226
ENST00000216068	4	DNAL4	34	34.1462602742	0.000626483475324	1	ENSG00000100246
ENST00000216071	4	C22orf31	114	86.8018395607	8.5221688276	1	ENSG00000100249
ENST00000216075	6	MIOX	141	119.977769273	3.68346725762	1	ENSG00000100253
ENST00000216085	7	RHBDD3	128	91.4480828547	14.6098486189	1	ENSG00000100263
ENST00000216099	8	APOBEC3D	135	151.081353604	1.71172634849	3	ENSG00000243811
ENST00000216101	6	RASL10A	28	82.1799519826	35.7199916284	1	ENSG00000100276
ENST00000216106	5	HMGXB4	157	174.310921601	1.71915795027	2	ENSG00000100281
ENST00000216115	2	BIK	72	51.6002150106	8.06491266611	1	ENSG00000100290
ENST00000216117	8	HMOX1	129	109.702687943	3.39450436103	1	ENSG00000100292
ENST00000216121	7	NIPSNAP1	47	79.5402772319	13.312370527	1	ENSG00000184117
ENST00000216122	4	MCM5	270	335.189382779	12.6783718264	1	ENSG00000100297
ENST00000216124	5	ARSA	182	182.488270528	0.00130642976792	1	ENSG00000100299
ENST00000216127	4	RASD2	75	138.042647859	28.7909244766	1	ENSG00000100302
ENST00000216129	6	TTLL12	295	268.479989836	2.61960282231	1	ENSG00000100304
ENST00000216133	5	CBX7	65	100.233458245	12.385051874	3	ENSG00000100307
ENST00000216139	5	ACR	88	140.748575154	19.7686703238	2	ENSG00000100312
ENST00000216144	3	CABP7	70	93.6458813672	5.97065986744	1	ENSG00000100314
ENST00000216146	4	RPL3	96	161.119740223	26.319435228	1	ENSG00000100316
ENST00000216160	6	TAB1	170	224.870896812	13.3890839573	1	ENSG00000100324
ENST00000216177	4	PNPLA5	151	141.946002501	0.577507427235	1	ENSG00000100341
ENST00000216180	3	PNPLA3	202	185.800988951	1.41230657846	1	ENSG00000100344
ENST00000216181	5	MYH9	519	852.732825015	130.612537978	2	ENSG00000100345
ENST00000216185	2	TXN2	51	54.6612987458	0.245239480459	1	ENSG00000100348
ENST00000216190	8	EIF3D	98	219.522169375	67.271737026	1	ENSG00000100353
ENST00000216194	7	ADSL	164	190.31182283	3.63777725608	1	ENSG00000239900
ENST00000216200	5	PVALB	34	38.0035026547	0.421751480425	1	ENSG00000100362
ENST00000216211	4	UPK3A	107	108.702239534	0.0266564832969	1	ENSG00000100373
ENST00000216214	3	FAM118A	137	143.288484796	0.275981989006	1	ENSG00000100376
ENST00000216218	3	ST13	100	122.620194235	4.1728296911	1	ENSG00000100380
ENST00000216223	5	IL2RB	197	178.004437153	2.02709220983	1	ENSG00000100385
ENST00000216225	8	RBX1	7	42.9860810808	30.1259849466	1	ENSG00000100387
ENST00000216237	5	L3MBTL2	204	261.313827056	12.5706121595	3	ENSG00000100395
ENST00000216241	9	CHADL	5	3.86577123576	0.332786088772	1	ENSG00000100399
ENST00000216252	3	PHF5A	3	42.0529416779	36.2669576217	1	ENSG00000100410
ENST00000216254	4	ACO2	193	310.846782836	44.6775227913	1	ENSG00000100412
ENST00000216259	7	PMM1	94	115.683316428	4.06425252877	1	ENSG00000100417
ENST00000216264	8	CERK	192	199.535560517	0.284584222288	1	ENSG00000100422
ENST00000216267	8	BRD1	311	508.717956732	76.8449194625	2	ENSG00000100425
ENST00000216268	5	ZBED4	379	497.863213784	28.3782034904	1	ENSG00000100426
ENST00000216271	5	HDAC10	286	242.727462267	7.71446503966	1	ENSG00000100429
ENST00000216274	5	RIPK3	196	193.565084322	0.0306295651424	1	ENSG00000129465
ENST00000216277	8	PAPOLA	113	219.420083263	51.6143916881	2	ENSG00000090060
ENST00000216286	5	NID2	538	529.870367414	0.124730368131	2	ENSG00000087303
ENST00000216294	4	SNAPC1	131	108.431505558	4.69731503533	1	ENSG00000023608
ENST00000216297	2	SUPT16H	127	333.559344523	127.913558742	3	ENSG00000092201
ENST00000216330	3	FKBP3	71	69.3601916845	0.0387682220345	1	ENSG00000100442
ENST00000216336	2	CTSG	78	105.282907513	7.07006540717	1	ENSG00000100448
ENST00000216338	4	GZMH	88	82.3231030131	0.391471630929	1	ENSG00000100450
ENST00000216341	4	GZMB	84	85.8538052089	0.0400284383907	1	ENSG00000100453
ENST00000216366	4	AP4S1	50	47.9652526861	0.0863165812702	1	ENSG00000100478
ENST00000216367	5	POLE2	150	156.292425626	0.253336782634	1	ENSG00000100479
ENST00000216373	5	SOS2	316	396.524717221	16.3526504198	2	ENSG00000100485
ENST00000216392	7	PYGL	290	304.365615633	0.678036223252	2	ENSG00000100504
ENST00000216410	3	GNPNAT1	37	47.528902539	2.3324289591	1	ENSG00000100522
ENST00000216416	4	CNIH1	16	27.9671951167	5.12077662286	1	ENSG00000100528
ENST00000216420	7	CGRRF1	103	92.7104444956	1.14199595368	1	ENSG00000100532
ENST00000216442	7	ATP6V1D	61	81.1520927485	5.00426826209	1	ENSG00000100554
ENST00000216446	4	PLEK2	116	125.841703024	0.769690143188	1	ENSG00000100558
ENST00000216452	4	PIGH	38	48.3826845338	2.22807269104	1	ENSG00000100564
ENST00000216455	4	PSMA3	47	80.3318586697	13.8302887643	2	ENSG00000100567
ENST00000216465	5	GSTZ1	82	68.9091903856	2.48688593496	1	ENSG00000100577
ENST00000216468	7	TMED8	93	101.219141745	0.667406281657	1	ENSG00000100580
ENST00000216471	4	SAMD15	220	195.036622741	3.19514456001	1	ENSG00000100583
ENST00000216479	3	AHSA1	60	103.865762977	18.525884819	1	ENSG00000100591
ENST00000216484	2	SPTLC2	126	181.784683079	17.1187737794	1	ENSG00000100596
ENST00000216487	7	RIN3	361	404.672707997	4.71320498292	1	ENSG00000100599
ENST00000216489	3	ALKBH1	151	152.871354246	0.0229079328289	1	ENSG00000100601
ENST00000216492	5	CHGA	124	129.052079468	0.197776797246	1	ENSG00000100604
ENST00000216500	5	DHRS7	127	105.132804771	4.54828755132	1	ENSG00000100612
ENST00000216513	4	SIX4	204	280.704911645	20.9602441081	2	ENSG00000100625
ENST00000216540	4	SLC10A1	202	111.51044562	73.4313221192	1	ENSG00000100652
ENST00000216602	6	ZFYVE21	84	104.586930691	4.052339164	1	ENSG00000100711
ENST00000216605	8	MTHFD1	260	322.186832192	12.0029799845	1	ENSG00000100714
ENST00000216629	6	BDKRB1	152	132.734288577	2.79632068407	1	ENSG00000100739
ENST00000216639	3	VRK1	111	125.663123315	1.710980753	1	ENSG00000100749
ENST00000216714	3	APEX1	115	116.642798131	0.0231371824333	1	ENSG00000100823
ENST00000216727	4	PABPN1	42	86.4012147471	22.8175943682	1	ENSG00000100836
ENST00000216733	3	EFS	221	207.165057594	0.92392816433	1	ENSG00000100842
ENST00000216780	4	PCK2	298	255.885912818	6.93119961028	1	ENSG00000100889
ENST00000216797	5	NFKBIA	89	114.383715998	5.63308362781	1	ENSG00000100906
ENST00000216802	5	PSME2	52	76.9671150366	8.09900219016	1	ENSG00000100911
ENST00000216807	7	BRMS1L	60	95.3228767492	13.0892568961	1	ENSG00000100916
ENST00000216832	4	PNN	210	239.290560546	3.58533548152	2	ENSG00000100941
ENST00000216862	3	CYP24A1	222	192.05028286	4.67057659816	1	ENSG00000019186
ENST00000216923	4	ZFP64	188	292.060668465	37.0766210262	1	ENSG00000020256
ENST00000216951	2	GSS	159	167.799888732	0.461490423383	1	ENSG00000100983
ENST00000216962	4	PYGB	383	401.051128876	0.812473099444	1	ENSG00000100994
ENST00000216968	4	PROCR	82	105.413558444	5.20041944398	1	ENSG00000101000
ENST00000217026	4	MYBL2	195	250.844748156	12.4325341454	2	ENSG00000101057
ENST00000217043	2	R3HDML	108	104.041738435	0.150591818752	1	ENSG00000101074
ENST00000217086	4	SALL4	349	418.704836907	11.6042707416	1	ENSG00000101115
ENST00000217109	4	CSTF1	65	169.209032158	64.1781484403	1	ENSG00000101138
ENST00000217121	5	TPD52L2	74	72.3366793993	0.0382466467039	1	ENSG00000101150
ENST00000217131	5	CTSZ	94	106.661253683	1.50295762789	1	ENSG00000101160
ENST00000217133	1	TUBB1	186	191.903645667	0.181617353047	1	ENSG00000101162
ENST00000217159	1	SLCO4A1	283	301.229749794	1.10322362841	1	ENSG00000101187
ENST00000217169	3	BIRC7	135	125.128000574	0.778853431838	1	ENSG00000101197
ENST00000217173	2	UBOX5	161	180.588953212	2.12486467805	1	ENSG00000185019
ENST00000217182	3	EEF1A2	29	211.313760683	157.293624547	1	ENSG00000101210
ENST00000217185	2	PTK6	198	183.275593575	1.18296244662	1	ENSG00000101213
ENST00000217188	1	SRMS	226	223.063004423	0.03867043322	1	ENSG00000125508
ENST00000217195	8	C20orf27	79	85.5705788082	0.504525112201	1	ENSG00000101220
ENST00000217233	3	TRIB3	173	174.069265648	0.00656824179274	1	ENSG00000101255
ENST00000217244	3	CSNK2A1	42	134.215025719	63.3581145087	2	ENSG00000101266
ENST00000217246	4	MACROD2	126	130.941627037	0.186492854303	1	ENSG00000172264
ENST00000217254	7	SLC52A3	143	168.321931741	3.80936827707	1	ENSG00000101276
ENST00000217260	4	RSPO4	102	86.5528412015	2.75686750006	1	ENSG00000101282
ENST00000217289	4	FERMT1	197	218.087862264	2.03907695845	1	ENSG00000101311
ENST00000217305	2	PDYN	118	92.6593036716	6.93023652198	1	ENSG00000101327
ENST00000217320	3	TLDC2	101	85.1485984616	2.95092268423	1	ENSG00000101342
ENST00000217381	2	SNTA1	146	166.018823125	2.41390266332	1	ENSG00000101400
ENST00000217386	2	OXT	43	56.1682601467	3.08720752323	1	ENSG00000101405
ENST00000217402	2	CHMP4B	30	86.4002110928	36.8168523095	1	ENSG00000101421
ENST00000217407	2	LBP	190	172.995201421	1.67150980112	1	ENSG00000129988
ENST00000217423	3	CST4	87	54.4623635135	19.4390716787	1	ENSG00000101441
ENST00000217426	2	AHCY	134	186.00790808	14.5414382151	1	ENSG00000101444
ENST00000217429	4	FAM83D	196	225.942752754	3.96812215298	2	ENSG00000101447
ENST00000217446	3	PIGU	130	133.210608187	0.0773812617003	1	ENSG00000101464
ENST00000217455	4	ACOT8	133	125.197952347	0.486205616251	1	ENSG00000101473
ENST00000217456	2	APMAP	151	160.272183994	0.53642119218	1	ENSG00000101474
ENST00000217515	6	TXNL1	62	85.4775338641	6.44841482228	1	ENSG00000091164
ENST00000217652	3	MYL12A	29	53.0542881924	10.9059757497	1	ENSG00000101608
ENST00000217740	3	RNF125	80	94.0646390789	2.10295892651	1	ENSG00000101695
ENST00000217901	5	IDH3G	57	124.52083186	36.6128515762	1	ENSG00000067829
ENST00000217909	7	SLC25A43	50	52.5823404711	0.126819807737	1	ENSG00000077713
ENST00000217939	6	MXRA5	770	668.792088924	15.3157332961	1	ENSG00000101825
ENST00000217958	3	PSMD10	36	46.6927955784	2.44868348244	1	ENSG00000101843
ENST00000217961	4	STS	126	142.05349646	1.81420911859	1	ENSG00000101846
ENST00000217964	7	TBL1X	83	145.660835219	26.955634742	1	ENSG00000101849
ENST00000217971	7	PGRMC1	43	59.2945987935	4.47787750052	1	ENSG00000101856
ENST00000217999	2	RHOXF1	61	64.4526353655	0.184952731561	1	ENSG00000101883
ENST00000218004	1	NXT2	26	40.233592564	5.03547270743	3	ENSG00000101888
ENST00000218006	2	GUCY2F	269	249.285638904	1.55907911559	1	ENSG00000101890
ENST00000218008	3	ATP1B4	86	85.3929338937	0.00431568796909	1	ENSG00000101892
ENST00000218032	6	TLR8	124	222.996046547	43.9479416058	1	ENSG00000101916
ENST00000218056	5	WDR13	60	143.960396951	48.9672743716	1	ENSG00000101940
ENST00000218068	6	PAGE4	20	20.8670345778	0.0360256727541	1	ENSG00000101951
ENST00000218075	4	GLRA2	38	107.448729861	44.8876974676	1	ENSG00000101958
ENST00000218089	9	STAG2	90	257.846824246	109.260823716	1	ENSG00000101972
ENST00000218099	2	F9	63	97.0431950407	11.9425079532	3	ENSG00000101981
ENST00000218104	3	ABCD1	144	216.48751444	24.2713292877	1	ENSG00000101986
ENST00000218176	3	KCND1	118	164.368289175	13.0804929091	2	ENSG00000102057
ENST00000218197	5	SLC25A14	34	83.5817859825	29.4125505015	1	ENSG00000102078
ENST00000218224	4	PQBP1	38	67.9045622749	13.1697019301	1	ENSG00000102103
ENST00000218230	5	PCSK1N	19	39.8553213435	10.9130829631	1	ENSG00000102109
ENST00000218249	5	RAB40AL	59	79.0037726126	5.06495962794	1	ENSG00000102128
ENST00000218316	3	GPR50	168	164.323787492	0.0822433477903	1	ENSG00000102195
ENST00000218340	3	RP2	62	71.87643582	1.35710658707	1	ENSG00000102218
ENST00000218348	3	USP11	125	264.67196596	73.7073078534	2	ENSG00000102226
ENST00000218388	4	TIMP1	43	48.9305379983	0.718800209192	1	ENSG00000102265
ENST00000218436	6	ITIH6	395	267.906779766	60.2921906032	1	ENSG00000102313
ENST00000218516	3	GLA	52	89.9510243179	16.011827077	1	ENSG00000102393
ENST00000218548	6	ATP12A	343	366.174722045	1.46669802569	1	ENSG00000075673
ENST00000218652	7	NDFIP2	64	97.9185316509	11.7492242781	3	ENSG00000102471
ENST00000218867	3	SGCG	106	92.9664649002	1.82725069068	1	ENSG00000102683
ENST00000219022	2	OLFM4	181	161.847587843	2.2664217386	1	ENSG00000102837
ENST00000219066	1	NTHL1	151	130.635209655	3.17467769128	1	ENSG00000065057
ENST00000219069	5	ZNF263	238	244.761761905	0.186799701509	1	ENSG00000006194
ENST00000219070	4	MMP2	224	264.62535579	6.23681554665	1	ENSG00000087245
ENST00000219097	2	ORC6	89	79.3505222863	1.17343172374	1	ENSG00000091651
ENST00000219150	5	CORO1A	94	203.116273278	58.6184499247	1	ENSG00000102879
ENST00000219162	3	MT4	28	20.9778971533	2.35056583742	1	ENSG00000102891
ENST00000219169	4	NUTF2	9	43.5809970627	27.439605297	1	ENSG00000102898
ENST00000219197	6	CBLN1	37	90.6022137259	31.712219803	1	ENSG00000102924
ENST00000219204	3	ARL2BP	35	48.5917435861	3.80178771281	1	ENSG00000102931
ENST00000219207	5	PLLP	59	79.1892917011	5.14725527448	1	ENSG00000102934
ENST00000219235	4	CCL22	39	46.5116517761	1.21313499416	1	ENSG00000102962
ENST00000219240	4	DHODH	146	149.918223536	0.102405667035	1	ENSG00000102967
ENST00000219244	4	CCL17	26	29.666139719	0.453061320641	1	ENSG00000102970
ENST00000219252	5	POLR2C	63	104.706893347	16.6127071206	1	ENSG00000102978
ENST00000219255	3	PARD6A	114	184.48829128	26.9317861478	2	ENSG00000102981
ENST00000219271	3	MMP15	223	294.146595776	17.2085557446	2	ENSG00000102996
ENST00000219281	3	USB1	96	103.113110802	0.490687798017	1	ENSG00000103005
ENST00000219299	4	CCDC113	152	134.271658891	2.34073281793	1	ENSG00000103021
ENST00000219301	4	PRSS54	135	131.611745133	0.0872283171365	1	ENSG00000103023
ENST00000219302	3	NME3	62	79.6944346868	3.9286685465	1	ENSG00000103024
ENST00000219313	4	PSMD7	79	106.699864149	7.19103515239	1	ENSG00000103035
ENST00000219315	4	SETD6	165	170.353382873	0.168230930883	1	ENSG00000103037
ENST00000219334	5	SMPD3	250	261.915134863	0.54204747995	1	ENSG00000103056
ENST00000219345	5	PLA2G15	137	172.887607214	7.44946599857	1	ENSG00000103066
ENST00000219368	3	FA2H	98	131.012749003	8.31859193123	2	ENSG00000103089
ENST00000219400	3	CMC2	38	24.6095413681	7.28597009152	1	ENSG00000103121
ENST00000219409	3	ARHGDIG	92	78.8964340927	2.1763143222	1	ENSG00000242173
ENST00000219431	4	MPG	160	135.805896958	4.31022978482	1	ENSG00000103152
ENST00000219439	4	HSDL1	154	119.65534792	9.85793904758	1	ENSG00000103160
ENST00000219454	5	WFDC1	95	71.8061922348	7.49173158894	1	ENSG00000103175
ENST00000219473	7	USP10	305	259.912018941	7.82159303096	1	ENSG00000103194
ENST00000219478	6	ZNF500	260	212.062148192	10.8366233934	1	ENSG00000103199
ENST00000219479	2	NME4	89	83.5600274359	0.354156196525	1	ENSG00000103202
ENST00000219481	5	DECR2	154	138.363699504	1.76703784347	1	ENSG00000242612
ENST00000219548	4	STUB1	92	134.712292444	13.54249039	3	ENSG00000103266
ENST00000219551	2	RHBDL1	128	176.05792769	13.1182074229	2	ENSG00000103269
ENST00000219596	1	MEFV	336	316.69175233	1.17719651794	1	ENSG00000103313
ENST00000219599	3	CRYM	80	95.5597429617	2.53355224209	1	ENSG00000103316
ENST00000219660	5	AQP8	100	106.876751536	0.442469583053	1	ENSG00000103375
ENST00000219689	7	USP31	409	478.051730155	9.97411187237	2	ENSG00000103404
ENST00000219746	9	TOX3	166	176.396050992	0.612700089451	1	ENSG00000103460
ENST00000219782	6	MAZ	133	247.206233604	52.7618725622	2	ENSG00000103495
ENST00000219789	6	CDIPT	65	79.1581456492	2.53231157173	1	ENSG00000103502
ENST00000219833	8	SLC6A2	151	266.398833484	49.9885476048	1	ENSG00000103546
ENST00000219837	7	KNOP1	169	152.693150507	1.7414883347	1	ENSG00000103550
ENST00000219919	4	AQP9	135	93.9886711683	17.8950193852	1	ENSG00000103569
ENST00000220003	9	CSK	63	195.935453578	90.1921244737	1	ENSG00000103653
ENST00000220058	4	MTFMT	111	104.325794039	0.426979977717	1	ENSG00000103707
ENST00000220062	4	RASL12	91	97.3681856597	0.41649937628	1	ENSG00000103710
ENST00000220166	5	CTSH	110	106.397000736	0.122010992863	1	ENSG00000103811
ENST00000220325	4	EHD4	177	242.279028096	17.5886107132	1	ENSG00000103966
ENST00000220420	5	TGM5	261	255.912911265	0.10112218124	1	ENSG00000104055
ENST00000220429	8	GABPB1	65	114.347561055	21.296315895	2	ENSG00000104064
ENST00000220478	3	SCG3	129	125.043615042	0.125180177607	1	ENSG00000104112
ENST00000220496	4	DNAJC17	107	118.15633784	1.05338296941	1	ENSG00000104129
ENST00000220507	4	RHOV	46	113.849361473	40.4353242977	1	ENSG00000104140
ENST00000220509	5	VPS18	345	430.142390768	16.8530860042	1	ENSG00000104142
ENST00000220514	3	OIP5	115	100.432151109	2.11309046915	1	ENSG00000104147
ENST00000220531	3	BLOC1S6	34	43.9046890828	2.23445075858	1	ENSG00000104164
ENST00000220562	4	EXTL3	302	398.331487361	23.2965651767	2	ENSG00000012232
ENST00000220592	5	AGO2	83	397.573586041	248.901195927	2	ENSG00000123908
ENST00000220597	4	PAG1	137	147.536493176	0.752476123416	1	ENSG00000076641
ENST00000220616	4	TG	1104	970.392914914	18.3954900236	1	ENSG00000042832
ENST00000220659	6	BRF2	174	170.150456315	0.087093428387	1	ENSG00000104221
ENST00000220669	5	ZFAND1	86	68.779323921	4.3116400062	1	ENSG00000104231
ENST00000220676	1	RP1	768	605.680520852	43.5008431074	1	ENSG00000104237
ENST00000220751	4	RIPK2	115	156.975868778	11.2244867531	2	ENSG00000104312
ENST00000220763	5	CPQ	143	135.244033799	0.444788653708	1	ENSG00000104324
ENST00000220764	2	DECR1	123	103.274740715	3.76748323113	1	ENSG00000104325
ENST00000220772	3	SFRP1	86	123.107187731	11.1849145989	1	ENSG00000104332
ENST00000220809	4	PLAT	224	226.448724789	0.0264795180321	1	ENSG00000104368
ENST00000220812	2	DKK4	85	83.0436107963	0.046089743447	1	ENSG00000104371
ENST00000220822	7	GDAP1	90	119.685269589	7.36277098764	1	ENSG00000104381
ENST00000220849	5	EIF3E	63	131.737129388	35.8653097913	1	ENSG00000104408
ENST00000220853	3	EMC2	75	83.9470155147	0.953566796021	1	ENSG00000104412
ENST00000220913	5	CHRAC1	51	38.5796645952	3.99860219591	1	ENSG00000104472
ENST00000220940	1	GML	53	52.5898318537	0.00319905773306	1	ENSG00000104499
ENST00000221086	3	MTMR9	280	185.801739503	47.7568848621	1	ENSG00000104643
ENST00000221114	3	DCTN6	59	61.2918781889	0.085699864127	1	ENSG00000104671
ENST00000221130	5	GSR	134	155.203528813	2.89677456163	1	ENSG00000104687
ENST00000221132	3	TNFRSF10A	186	162.043565235	3.54170661333	1	ENSG00000104689
ENST00000221138	4	PPP2CB	34	108.970412329	51.5787965253	2	ENSG00000104695
ENST00000221166	5	NEFM	256	334.484581833	18.4158849766	2	ENSG00000104722
ENST00000221200	4	KCTD9	43	117.33299176	47.0915603623	1	ENSG00000104756
ENST00000221233	4	EXOSC5	100	104.59785273	0.202109786938	1	ENSG00000077348
ENST00000221265	3	PAF1	117	202.005290034	35.7708421031	2	ENSG00000006712
ENST00000221283	5	STXBP2	218	238.618175538	1.78154560759	1	ENSG00000076944
ENST00000221307	8	CYP4F3	240	212.491452966	3.56117928204	2	ENSG00000186529
ENST00000221327	4	ZNF180	229	191.965566164	7.14476724642	1	ENSG00000167384
ENST00000221399	3	TULP2	201	222.731708291	2.12034087508	2	ENSG00000104804
ENST00000221403	2	DHDH	155	148.672071051	0.269335622394	1	ENSG00000104808
ENST00000221418	4	ECH1	139	139.041558994	1.24218256551e-05	1	ENSG00000104823
ENST00000221419	5	HNRNPL	83	214.397051321	80.5290230879	1	ENSG00000104824
ENST00000221421	2	LHB	77	68.3684449022	1.0897387459	1	ENSG00000104826
ENST00000221444	1	KCNA7	168	238.167431035	20.6722991328	2	ENSG00000104848
ENST00000221452	8	RELB	162	245.919252186	28.6372084533	1	ENSG00000104856
ENST00000221455	3	CLASRP	161	301.048155827	65.1506596896	2	ENSG00000104859
ENST00000221459	2	LIN7B	60	86.6000218063	8.17045013776	1	ENSG00000104863
ENST00000221466	5	FCGRT	120	137.616530049	2.25512248316	1	ENSG00000104870
ENST00000221476	3	CKM	139	163.838282115	3.7655439892	1	ENSG00000104879
ENST00000221480	1	PEX11G	94	79.2074532151	2.76261174299	1	ENSG00000104883
